9216,6505,659,6743,2050,287,2902,7495,3672,8535,5529,8510,8244,500,4922,4908,5831,1083,623,9012,3090,2162,2546,6278,3787,2533,8435,4197,4042,8743,3011,4376,9646,9568,891,2103,5915,9962,4684,6662,3992,5887,1834,5207,4920,7459,5321,3402,8887,6465,3440,5959,7254,627,4557,2089,2357,6336,5580,5502,6172,8942,7698,1311,3900,7528,8136,7461,1861,1649,8025,8334,3652,6443,4798,2897,6534,4420,2643,6976,699,4856,7021,2030,9875,4103,8071,2144,1119,1785,2910,6,9269,1235,2695,6038,1922,1232,5047,2818,6414,9439,2377,8029,907,1301,6452,2886,6162,3683,2167,1005,8472,4668,3711,4222,7763,2293,72,9575,3381,2513,2637,6565,8663,1580,3118,5489,5904,4918,10001,2584,3926,7600,6078,754,296,3393,6435,2447,2611,8078,5336,3028,5463,3510,1072,2021,6862,1353,466,5311,2672,3176,9640,3398,7690,4157,8260,2411,7044,3779,2816,1582,6822,9693,358,8220,4187,9745,3338,856,2250,1844,5565,6121,9274,4201,6251,4130,887,5798,5341,5827,85,5820,4293,1710,2227,9837,1224,4660,6734,8814,9346,9957,7601,7354,6832,5665,2740,9117,7036,5552,10000,3453,867,7872,3582,2493,1048,9055,8494,469,3377,1670,6732,682,5825,8686,1955,5355,7364,9224,3917,2570,2274,7023,2203,7185,5264,8324,2139,8398,3096,4688,308,6549,9706,2064,3097,8997,5591,7377,9756,8152,8970,1494,8193,9372,4896,2613,7331,2025,353,
5395,2812,3270,6516,9155,545,3866,5408,4250,7219,4770,5092,9464,213,2313,7139,6238,386,7552,506,612,5179,4768,10093,4707,363,5543,3764,1357,8722,4876,10192,1797,2266,4159,9968,5284,4840,6731,201,10187,9459,6428,2260,6761,6909,6202,8434,4864,8098,8214,4808,879,305,7470,5629,8696,208,6451,9140,5266,2047,7987,9175,5158,233,3241,1458,3712,8427,5181,5846,951,5984,8089,1410,5156,8808,5356,4528,2703,6598,8035,1040,6619,1713,9780,8706,5304,9883,9310,630,7550,4677,4038,1317,3283,4232,1796,9918,4754,8969,3976,399,3576,6173,5801,1592,7657,6391,6514,1852,7747,5157,2792,6090,2774,6891,4513,3563,3881,4703,4328,8522,6725,8213,563,3434,6126,352,6025,331,6199,3851,1135,7205,2932,8907,3261,7754,4249,5875,2288,5649,5243,7659,8688,8397,2617,9497,8837,181,211,1190,4530,5051,2785,5431,5242,9555,1406,3174,2438,8125,1063,3041,5076,10095,432,5293,3751,9166,9200,9552,6345,675,5218,8000,4572,8995,3222,8918,1545,2489,1299,2702,8209,4073,6351,9518,6426,3219,3394,7060,8044,3867,4358,3216,1112,7982,2185,2544,9162,8719,3491,7772,5519,3605,7751,787,4648,9610,9483,7325,8564,10136,5735,3572,1630,2115,5720,8897,7328,3849,10032,3155,3436,9473,451,6243,1825,5727,2583,9322,8045,6321,1703,455,4446,672,8994,4022,284,5282,7355,5079,10107,3553,9430,8309,3207,515,3883,3347,7289,
1731,7152,9194,7029,8458,159,8386,6998,8198,7911,9215,2710,6869,7143,4286,1459,6905,9099,9325,8101,5879,8589,718,3238,2344,5877,4859,5626,1672,3084,1068,642,6794,2346,9199,9638,1030,4679,6081,1433,669,6447,900,2515,6658,1715,9997,9495,5245,3684,2454,9478,7635,6094,7958,2182,6817,1251,2094,10142,8425,8495,2863,3502,10112,116,10205,7043,6618,8623,10076,7307,7879,4942,1066,1510,9900,6900,6741,4917,412,2670,9624,2282,7175,2168,2690,7132,8712,6506,2086,8258,7258,7457,10008,9448,2779,8211,7813,1229,6913,8709,8751,10207,8095,6454,281,8506,3618,5346,6765,9034,4845,617,3208,3277,6958,687,10004,5631,290,3114,8346,9434,5592,979,3080,1369,4626,1524,3567,7870,3278,4074,9898,7716,142,349,918,7749,8431,137,3670,6838,2913,5507,7868,1622,9385,4416,1620,7874,9486,6134,7833,6427,2455,3933,2870,4783,7940,820,3215,8844,9664,6678,2206,1984,3709,8981,7901,2742,4543,7984,138,8558,9522,7707,3990,10048,6495,7729,3157,622,3656,6748,3910,7631,2320,388,6887,7050,5050,2615,3171,2817,7014,9750,930,6836,8330,3178,3431,7231,7820,4619,4816,4803,328,4407,7181,6530,4848,4875,7366,1212,8628,161,6655,8635,4427,5137,3746,7731,585,2511,2562,5998,5868,4674,9328,3480,9394,9347,646,131,9042,3829,3113,9648,523,3673,1875,9655,4470,5717,9239,6240,9121,3786,1426,9484,9879,8369,9075,
3897,10020,1315,8597,4115,745,1011,4484,9863,4282,4044,4373,392,3409,3575,8062,458,8481,2116,705,3602,1918,7218,1181,7120,7712,756,8367,3905,8008,6304,2568,1207,6156,7327,912,6444,3542,6255,1585,8857,6459,7367,4628,4377,6717,77,7082,2458,9095,4292,4493,5531,565,8344,6922,6261,8961,8938,7233,10135,5931,9609,4793,7546,555,3966,9020,4997,9687,6010,3982,8501,2715,6829,7759,1211,3336,9763,2366,7160,2825,7376,7211,7932,6855,8235,9812,3396,3634,5478,4352,9302,2661,6125,8112,252,6752,2944,1778,7642,456,278,5758,5706,2667,36,81,4533,9296,1742,4822,10222,391,4392,8774,5844,8184,1085,2941,6622,1552,4121,6630,1694,877,1250,9064,9371,5695,8847,9054,1326,3707,7025,8539,2109,4011,3321,3931,3106,2159,7063,9954,8480,2829,1876,8224,7849,6811,643,4193,2334,8416,6395,8594,2444,8717,408,10025,2762,10087,6360,1946,4126,5664,6040,7637,4536,5679,6737,6135,3469,483,1907,5006,239,2247,8723,29,1346,3267,5723,4476,9694,7192,10198,4664,154,1276,9017,897,9786,2722,2971,6901,9757,7718,7144,1014,8360,7547,1707,5726,2959,2439,3328,3805,4036,4884,7628,5467,3987,8976,6747,7217,2605,1107,520,8373,7330,8939,1054,6610,30,1344,6740,9717,9237,7168,7540,8782,5495,4968,9731,3880,3988,7096,1606,4582,3324,4894,8936,4124,8867,7013,8034,99,8467,27,2797,5606,7112,3148,6112,
5698,4163,6941,1481,8546,2994,9546,5008,269,7486,7664,3483,2744,2220,242,3089,2434,2802,6978,5102,2457,3989,150,3781,8466,6105,4563,7207,1153,3514,1310,1042,2136,2249,7303,9100,10098,1175,6673,1159,6719,3047,5681,5292,629,8987,3774,1515,8553,5762,7977,2996,5152,4893,8609,9030,2343,3444,2855,21,6759,4999,1689,1658,8358,8840,2315,4334,1535,8882,1447,4775,3677,1351,5185,10057,6271,3048,3552,2634,2734,3002,7196,8316,4129,8713,8395,4702,8396,4491,809,5988,6804,5217,1448,8863,6979,4465,7019,8793,977,7467,7920,2096,4956,2238,4724,9106,880,4853,2254,2422,854,4108,8210,1144,3804,5829,5598,2404,7779,2968,9358,1047,1864,9625,3644,1521,5364,3314,8133,3334,5327,8957,1079,4869,1191,7068,9445,8975,4643,9577,8526,3679,302,9619,2495,6325,8616,6287,7641,3191,3701,9249,7314,9504,5163,7790,1506,8916,704,8870,1697,4306,8166,475,9423,2566,6102,8442,6376,6293,143,6851,10052,8682,9404,8610,6918,7496,5767,9979,1443,2078,739,1208,3201,5587,8314,8596,2503,9278,8801,4624,9049,1800,6403,6621,972,7692,3136,1845,498,2469,760,10053,94,1740,9814,8432,3826,1604,8148,10088,1763,4812,1563,3358,9185,556,9377,9163,4742,4089,4411,1100,9411,6587,9098,4058,6996,6710,6983,3570,6276,191,3986,4846,5849,5943,2363,4455,10159,9402,4850,1909,6824,5213,5371,6695,8873,2853,5908,6802,4194,
8424,6088,46,2992,759,5117,9941,7347,4371,8714,8851,1277,1978,8456,3520,10186,2726,8971,6580,3059,1367,7564,8647,2958,4705,1294,10054,1295,10195,4733,4267,7105,4571,5616,1625,10184,5903,6236,2569,1597,2308,1424,7875,8869,8885,177,4322,10037,2043,9714,8049,7148,1329,4588,4708,10006,7125,7710,9132,7164,624,3368,2197,1753,9335,8128,9626,5716,74,6164,1682,2169,4433,2964,4436,2753,3984,4198,6392,7913,5708,5270,203,4506,9985,7703,486,7435,6223,7024,7460,3759,9289,7490,3958,6522,5340,6245,10122,1127,267,5081,3546,990,3597,7392,5570,3775,362,2009,4467,2641,8139,5099,8461,8037,3167,6064,1168,6228,5894,1779,2306,580,32,4726,4546,9768,10011,6668,4789,7104,2428,3445,2814,5845,4539,5149,312,5677,6652,7198,1143,9834,717,4027,6625,3523,4069,6354,7189,9913,7561,6519,2204,1776,8864,572,3505,4082,6806,9992,9354,3935,5112,1579,9760,5744,2975,818,3280,6404,7890,571,7902,7002,5628,2844,8411,7358,3056,1908,9982,5830,7471,2798,8361,9469,9192,10233,4890,7411,6203,8238,1092,5103,271,5589,3153,7748,8700,3435,7558,6342,4380,3418,8143,5064,604,7856,8085,6680,8253,925,503,1865,7406,2494,9662,9894,3319,584,6250,6914,7022,1837,4843,7028,8734,5337,1539,3995,5121,4085,1998,2733,5997,2642,6749,1631,7995,4782,5866,95,2501,2868,9468,261,5603,9972,8146,9256,3333,987,4574,
3744,5095,1206,4912,8439,7568,9208,5466,8390,2678,4746,7918,4550,6944,8608,8653,2303,5422,1031,200,7171,4424,1643,9250,690,5244,4575,4347,8695,2433,1289,8338,9794,4012,8295,6348,7681,3651,3125,7714,4259,507,3965,3548,6075,9057,7745,1489,6021,7297,2549,786,1733,10238,4687,1808,7532,5154,3388,8790,398,3778,7518,6930,6863,2235,8043,8052,2576,1809,6589,3914,7721,5229,258,716,8117,9679,227,4283,7071,4592,7098,5504,6115,5579,1890,5418,8585,418,291,6926,2239,6768,3101,513,8014,3045,2110,5923,8548,6599,228,4410,3020,4583,2708,8767,2012,7897,1954,9817,1339,8491,343,8996,3901,8797,5955,5797,174,7016,9293,1128,216,7291,6511,4862,8140,9252,1272,7449,3703,4873,5869,7537,3302,2656,4759,255,4140,8825,2243,7923,4094,846,9598,300,2462,1226,8221,2060,4717,4167,3609,90,8090,1156,3818,5223,4081,1523,671,8186,7212,5907,5314,595,7260,8933,2381,1051,2900,8247,7078,6773,2090,7996,5453,4152,1147,7889,4911,3747,8659,9696,429,7069,954,5640,2053,5736,2059,164,1862,7087,7519,8399,6339,4043,6136,4005,9513,10203,3738,6965,4767,7593,8412,2192,6977,2122,9535,8287,7584,4914,9291,9608,8464,8765,6079,2189,4757,462,4155,8614,8735,1913,2731,4711,1399,1719,7432,8736,1926,8826,7113,7632,7430,8419,6384,7340,9856,8764,2588,2471,3131,4639,665,8660,4833,2141,9375,537,6496,
944,5141,549,2550,1684,417,2038,1402,7046,6548,8364,2305,8177,3536,5376,8326,9651,1929,878,8772,5981,8393,10,10104,5236,7136,9601,959,10041,1994,3485,4751,7677,7588,628,8484,7560,5815,6004,6011,1925,6169,9079,9681,7253,3495,3903,9822,6525,10179,8041,5872,8806,3067,9063,7018,172,3115,7056,3962,10108,1001,9754,10237,8004,1257,4400,1,1291,6333,3086,3152,8104,10116,729,1595,7853,9809,8204,2822,6439,6453,7946,676,4781,2516,2188,2837,6284,3530,2601,6867,1789,8122,8560,6739,1677,1228,4766,3159,6068,7693,5740,6766,340,8097,2862,4718,420,8852,7301,2191,192,9023,6124,654,6649,1951,2714,4905,5510,4461,7312,4342,4784,5718,4654,7998,8898,2603,2541,4895,9980,2372,2492,988,6510,8810,562,3038,1665,2264,8759,4919,5834,10085,861,8769,2446,3735,5040,3915,4492,6382,189,6471,10012,2108,9204,4383,777,5898,430,1894,75,1167,1573,2029,64,4834,7655,9161,9722,4594,8479,2490,4379,8917,8423,3790,2831,4301,6475,3120,775,4549,644,3214,4958,6865,5623,457,6683,4837,5518,6411,7737,9987,7542,5812,6092,5914,8600,5947,6654,10150,9695,8241,1942,6043,5362,1241,5526,8468,3647,4623,1205,1838,8082,5469,3423,6235,5799,7184,56,7545,2327,9506,7412,9201,6770,10172,3391,2212,5483,3562,4151,7972,3713,8512,9819,3549,6383,3836,3696,146,4525,2427,6556,8574,4787,4468,9485,9890,7653,
6932,5471,8489,10211,7892,2401,7121,4055,8161,8363,9747,6355,9397,1881,6418,1307,472,508,330,7053,9084,6370,5339,2063,7789,4399,5738,194,1091,4246,2437,5363,1935,4709,9686,948,3003,307,2058,4673,7662,4139,7555,3065,2781,5522,7824,4641,3429,3861,573,471,4047,8103,999,961,5843,2345,2443,9677,5555,10030,10073,9174,6699,6591,3793,5389,4216,5168,8555,6329,9801,5387,3955,5209,6265,7796,6470,8448,5899,5851,4632,6377,5739,7953,5605,1941,279,5596,8249,8325,3194,3893,9031,1786,1832,532,8268,2267,9673,6973,8766,5307,2449,5752,7947,9810,4516,441,8509,7988,8930,9950,9538,2987,2231,2035,3929,1236,6058,1441,120,7473,4026,9195,5750,3128,7158,3847,7720,6809,2540,6894,1544,169,7508,4218,9432,4415,104,2473,152,1016,4713,7292,840,1332,8514,8724,2072,3253,2097,6687,2681,2839,5397,1035,4743,7362,8106,6294,7305,1828,6775,543,6415,496,9398,7825,1919,2140,2033,6781,4220,1265,9578,3878,7971,3956,3033,9919,5992,4529,8059,9952,8333,5499,273,6106,5704,6420,6270,6528,2237,4244,6309,3475,3332,8428,10058,6375,4799,4037,4818,2464,2914,3700,8353,3298,2387,10236,3370,6017,10027,4678,7719,7963,7863,8716,7262,8381,1460,1359,1430,7919,460,1840,5864,9312,55,6821,2674,4811,864,7864,5348,1803,884,7945,2826,7373,2107,8243,2694,7835,4964,862,8066,6669,5057,9463,7512,3817,3335,
2630,8531,8120,2083,8465,9211,528,9685,9749,9222,6410,2965,8691,6503,3564,2465,8402,4735,2625,6934,4241,8738,5010,9615,3420,1372,333,5571,6843,3768,1735,2216,2845,3608,5848,6882,8839,770,8689,2360,8503,3528,217,1108,8102,1420,9442,713,6609,8687,3419,3949,5146,9877,5500,1642,2418,178,8604,7086,9376,8886,6586,361,9949,3365,416,4116,7271,9022,3443,10042,5048,7422,3001,3985,882,38,7441,4098,9903,5446,1414,3928,1979,614,9585,2915,8940,4285,1180,9611,259,3783,97,5390,4672,6936,8517,7259,310,7949,903,6174,1936,9630,8332,6925,6338,71,4587,5524,1709,3717,2232,5484,3078,5383,8477,5653,4773,2763,9251,10125,4178,2542,4661,7374,5562,3740,2003,6283,10055,5420,6594,3169,8654,939,8179,10143,1416,3361,9557,3284,9739,5674,2290,8478,6797,2869,5136,9267,6176,7020,2638,1610,9001,3568,7370,8452,2425,145,9559,7277,779,5682,3455,3622,4372,6536,4025,9115,8640,10038,9958,9994,679,6871,7736,9797,9180,9926,8624,9111,3349,4720,8404,1964,647,8278,4403,5769,6147,6129,9107,1873,1960,6030,3069,1015,7529,8455,2528,6181,10178,3293,8389,1409,3723,2662,1472,3044,1234,1577,9726,3016,5795,3872,1067,4125,2272,2680,1382,3620,4697,5352,9137,4023,2417,3654,9827,7743,902,7421,1734,105,6602,9126,2011,9116,2386,9352,6638,4002,8487,6305,4344,3285,9393,1325,10168,0,2269,1297,8349,
3823,3645,1576,1997,691,2045,1269,1904,7270,6111,2258,9492,1695,7030,8195,5443,7746,1501,2183,5789,140,7194,9915,998,2393,7395,1836,1366,10066,670,1022,783,9570,5461,9131,5424,6886,6259,6600,1756,4021,6242,3139,435,4409,9621,9308,7064,1422,4097,136,3731,933,4610,5234,3447,1475,6066,4649,2292,594,4657,6487,6957,7783,5650,9517,3952,6226,4087,3422,3762,5770,6915,7629,7052,1099,2066,684,3845,5063,8644,4264,6163,1503,2507,9698,9579,9867,8977,10013,843,3807,6288,3979,1221,7256,5863,5811,8921,344,7124,1322,8768,8259,5147,7724,10130,9565,2679,3223,1386,8284,6131,5043,7236,3134,8076,4237,6409,9667,7426,179,5513,4302,1370,7308,2990,7591,7501,9591,292,5455,2218,7530,1842,4815,4304,6056,7826,241,5810,7812,8779,9487,9306,9395,5382,277,3538,8340,4975,829,2807,5106,2723,5884,6480,7650,4902,5652,4488,7142,10121,8009,1578,8545,4398,4454,3697,2555,5523,1300,9839,3777,2388,2795,8490,662,1737,7010,776,5189,1889,4265,3462,1653,7244,7951,8137,2171,1717,3839,3973,4064,8476,9669,2299,3641,7269,3890,3275,2999,26,6626,6593,9229,89,9202,2918,210,8254,8289,3203,1674,4051,1445,7855,5906,1027,433,9784,6963,4406,778,1721,6780,905,7699,5715,7819,7102,2445,424,3417,7073,6399,4104,1818,1070,569,5274,1118,2658,1767,7040,10219,5942,4274,9951,645,616,3748,5,8902,
